Generate Grid,Apply Rules,Update Birds,Gen Render Instances,Clear Grid,Add Instances,Upload instances to GPU,Render Forward,MainLoop,ProfilerPrintTimeStamps,
11597983,1392495,17170627,22930343,4044692,55749861,1617751,185925,126870669,3066152,
14606379,1657748,17695953,22945291,4106704,59362837,1831167,201983,97490856,3080324,
15742723,1734449,18107615,22940370,4298216,61099765,2164907,476597,98780527,3108074,
16494156,2188624,18875032,22912916,4020383,62308222,1593664,184630,101484710,3227141,
15035431,1886334,18242036,22889606,4075476,60249135,1804971,192585,95713598,2865539,
14202006,1579567,17609484,22953283,4151252,58922389,1831204,205202,93675934,3079547,
14986998,1590741,17659841,22966011,4059640,59679261,1708401,190920,131194045,3015463,
14034729,1493727,17550395,22945550,4341617,58880357,2059272,429829,96677003,3009951,
13697918,1401819,17394921,22990135,4071961,58163556,1727789,180486,103308995,2871570,
14369320,1448957,17608263,22902815,4644573,59535738,1978723,225848,95917801,3051501,
13839369,1457393,17880435,22826632,4154138,58707197,1806858,293595,93753338,3023234,
13715752,1437857,17584583,22851311,4047060,58206291,1659376,181744,94642374,3035813,
14229830,1455284,17822530,22939186,4089906,59090073,1737557,180301,129911625,3034222,
13586733,1428385,17646928,22933044,4058308,58231525,1769858,189181,95781381,3021088,
13665432,1430494,17458672,22867850,4038291,58037645,1887296,237947,94273816,3042511,
13693071,1464941,17721409,22848536,4029448,58299753,1606466,183742,93966383,3166942,
13654924,1523401,17941559,22885425,4115547,58607519,1894289,193732,94757924,2978796,
13650743,1455913,17714971,22917837,4105298,58397322,1816996,180597,93984439,3043768,
14471218,1474154,17842991,22875139,4024342,59221312,1673843,194102,130920874,2943313,
13846954,1382431,17869372,22919909,4076290,58719333,1609648,181966,95493373,3039883,
13800815,1392347,17947701,22933340,4083949,58773834,1763198,198061,97385406,3121764,
13956363,1430716,17973490,22904406,4058456,58898413,1643022,187923,94499110,2984420,
13791528,1420282,17964166,22864853,4055274,58684257,1610721,186702,93215691,3006028,
13826308,1389905,17891535,22930824,4710618,59365686,2033261,696895,95588094,3063378,
14587953,1493468,18410867,22852162,4098120,59955170,1699262,180560,130964829,3076144,
13885619,1432788,18121527,22961571,4098490,59074940,1765973,182928,95703126,3075182,
13742318,1385095,18352222,22929566,4107666,59139024,1894474,211455,96311481,3155545,
13723707,1422058,18347375,22932748,3996592,59007230,1655010,199171,95280476,3071185,
13306717,1415287,18379121,22899152,3907089,58498850,1546119,182225,93039312,3016388,
13301093,1404557,18471362,22895822,3954523,58630792,1743107,195360,92492711,2997222,
14337500,1501349,18813834,22981699,4069112,60209693,1822805,207348,133036386,3037478,
13640790,1404557,18608336,22965937,4050242,59274222,1676914,189958,96609848,3061861,
13097704,1276759,18419377,22904850,4069778,58501107,1700853,191253,97552461,2992449,
9940864,1274354,18393773,22891345,4536200,55769619,2211601,301550,92295796,2959409,
11826902,1330076,18519647,22845428,4067854,57265973,1825506,209864,93078920,3072222,
12345642,1345838,18487642,22890235,3968916,57698651,1759646,189995,92718411,3058865,
13554099,1325044,18689662,22790890,3940722,58982625,1649793,181374,130532337,3003068,
13064145,1359676,18793484,22934931,4050242,58850054,1913085,185333,96327834,3099269,
13381124,1392384,18964757,22955799,4019236,59328686,1890404,221778,96175542,3098492,
13734437,1418506,19136918,22940111,3993077,59810685,1809152,208976,96806097,3126389,
13529346,1444517,19150978,22928197,3976612,59593532,1625410,181781,94439428,3035148,
13750236,1408701,19128408,22934006,4089055,59909327,2010876,305953,94725142,3116400,
14281075,1403521,19352924,22808169,3962034,60410936,1791577,190069,137001823,3179152,
13587547,1420430,19339493,22890938,3976279,59799955,1713544,195101,96351700,3131273,
13429076,1379693,19262496,23040270,4426051,60166847,1969991,276020,97659243,3007397,
13792268,1435119,19628944,22987730,4007766,60423923,1832610,185518,97505841,3096716,
13911334,1408183,19521866,22940296,3908606,60291278,1551151,185111,95337178,2987361,
13721894,1488325,19944961,22904110,4036811,60613881,1735596,193843,96700942,3555183,
14627728,1461685,19799699,22840840,4098934,61373195,1904982,239575,132996093,2966993,
13741541,1388832,19730213,22860709,3868979,60208768,1613755,179931,97512019,3134160,
14013824,1496687,20199854,22943182,4047615,61211246,2085320,343323,98603112,2949234,
14212588,1477817,20372866,22898745,4223217,61717258,2028969,325933,100345204,3213171,
17286178,1521736,20422705,22976038,4087316,64780229,1943869,286898,103040745,3083321,
14122937,1405482,20160597,22984733,4094383,61369606,1873014,240796,96833144,3692561,
15102919,1486401,20321880,22956280,3880856,62268743,1718872,185703,132483384,3057643,
14423488,1507750,20385668,22920945,3968472,61704382,1815368,204573,99891230,3094237,
14614297,1513152,20484347,22876360,4140929,62122149,1989305,269249,99430617,2957115,
14871595,1513670,20688291,22961238,3906682,62432986,1597401,182151,98185900,3113884,
14920805,1624078,21155342,23071942,4004584,63161368,2243384,457135,99126368,3300178,
15647226,1548339,20925535,22905812,3976390,63463473,1758129,211973,103596115,2892622,
16664874,1478668,21030763,22844577,3834532,64383663,1734671,200836,137758400,2947975,
16066325,1605689,21322212,22812165,3883631,64089883,1679726,193473,102045740,3124281,
16379012,1604801,21537811,22881244,3912861,64719031,1730194,184408,100469948,2935358,
16267790,1559143,21394695,22961571,4118433,64750037,1960186,254153,100940365,3050872,
16545808,1645797,21643705,22990283,3864650,65053770,1730231,189699,100544022,3138229,
17321328,1609648,21768691,22938483,4829462,66868842,2011061,216043,101978919,3049836,
12853023,1324230,21296793,22948584,3891956,60997904,1613644,184260,132524972,3042658,
15756968,1622450,21602561,22965789,3956040,64287648,1867353,231102,102880608,2937764,
17572410,1666147,21756925,22992540,3862689,66190780,1815701,224775,102842350,3136195,
17986403,1641727,22012077,22962977,3921075,66890783,1904094,267547,103259747,3019386,
18423151,1685017,22239849,22925755,3818844,67415295,1637805,188145,102392209,3032964,
18510730,1740813,22447197,22954319,3801861,67720804,1788321,210752,102109676,3006769,
19924204,1633476,22286765,22936485,3884963,69039410,1896287,202538,143207094,3181779,
19444277,1677321,22495741,22926495,3825171,68699195,1755872,208051,106280280,3117213,
20094552,1701001,22562526,22897894,3875380,69439047,1739370,296629,105237990,3062601,
20329317,1323120,21960795,22940000,3873419,69110043,1838715,225737,110850187,3181778,
19161449,1607835,22721589,22926347,3802971,68617943,1909792,224627,105568807,3009544,
19722628,1654566,22820231,22985325,3725900,69259967,1601434,189514,103374300,2939206,
20599343,1462166,22651215,22940481,3817364,70018282,1719316,185333,142045737,2991636,
19045417,1664482,23144092,22970488,3761827,68928003,1649090,179265,111977354,2993893,
19646297,1646870,23334050,22912657,3865205,69764758,1985087,305102,107758374,2997537,
18578773,1691640,23374195,22962052,3800085,68722061,1796535,197136,104502670,3142873,
19203666,1745956,23609515,22951026,3842080,69613909,2000035,381914,105345808,3162945,
19349150,1671771,23469285,22879764,3747804,69467278,1674176,212195,103870210,3007472,
20417303,1359454,23079823,22908735,3800455,70212125,1893919,181818,141450999,3091647,
18312336,1678098,23828111,22985806,3906756,69039891,1984162,407074,109850891,3051908,
19181318,1520700,23862040,23005157,3932952,69991864,2043436,459614,109436749,3358750,
18125005,1356050,23608960,22968120,3937022,68646100,1922779,208828,106343846,3388719,
13064330,1360786,23628385,22906367,3829796,63437092,1740776,213305,98987543,3063785,
13062628,1339511,23661796,22872216,3984493,63595711,1855846,240019,100347551,2993079,
13829786,1408553,24264341,22946845,3879450,64927452,1868093,271173,135932819,2949419,
13155757,1376067,23829073,22939408,3919484,63867624,1874642,190180,104158922,3118249,
13176588,1385539,23702607,23025692,3787468,63698793,1719168,191142,101697348,3066931,
13309196,1390830,23875989,22944884,3776775,63914614,1733450,276242,99623350,2948494,
13404656,1440447,24057955,22987841,3756536,64213574,1601878,189995,98973852,3045989,
13424081,1445701,24208804,22948140,3838232,64425954,1725014,183002,103324942,3032816,
14516543,1445701,24308482,22915136,4282602,66049144,1940650,257816,137678442,2846559,
10622848,1281088,24371641,22910992,3691120,61603557,1535574,185518,100001787,3068632,
12587215,1398748,24866072,22908217,3937762,64307036,1882819,182410,103791995,3179926,
12822165,1346171,24824262,22919687,4402519,64993386,2097234,234987,103428579,2927033,
14276450,1570724,25300082,22985954,3841007,66412225,1800272,202834,101079855,3036110,
15073393,1553704,25444197,22912916,3769893,67209945,1675693,201502,101788905,2973746,
15907410,1597771,25477941,22893713,3761124,68046404,1577976,185222,140518636,2904649,
15549879,1614717,25594750,22884352,3799197,67837465,1750137,195804,105605252,3071074,
16003462,1643059,25746376,23074384,3852181,68684580,1801123,188589,105979692,2936394,
16499003,1550744,25541544,22903259,3839638,68792916,1818698,211492,105036377,3095124,
16786863,1502237,25548759,22942886,3927624,69212311,2037405,303881,104364827,3045914,
17024292,1607391,25985803,22931231,3826244,69773971,1713396,185555,112827540,2926996,
21426774,1627260,26037751,23232115,3769930,74474155,1668996,184852,147632849,3004160,
17536631,1627075,26192892,22921463,3851737,70509605,1982460,294890,108290896,2860748,
18090521,1735374,26540877,23102282,3819732,71560738,2104264,457764,110581271,2960630,
18719706,1689901,26868808,22878950,3865834,72340624,1961148,263255,109563031,3074995,
18907074,1402744,26552902,22935005,3762530,72165022,1632255,285344,106962189,2970583,
18891719,1628962,27088662,22933303,3841377,72762350,1981905,373589,107796280,2985531,
20070095,1462795,26783190,22919021,3745991,73525401,1579678,184741,150518626,2934952,
17936749,1670587,27238290,22872919,3657598,71711809,1604912,188441,109445592,2716134,
18654586,1710917,27612175,22853827,3746102,72873942,1605208,187072,109796130,3018016,
19364209,1366558,27007854,22910696,3831313,73122878,1839455,217449,112139192,2897619,
18339420,1646759,27658388,22865408,3879487,72750954,1644132,182484,109169980,3110812,
18805620,1624448,27555528,22963421,3751652,73084472,1816330,188737,108074039,3098936,
19003718,1602137,27642700,22886720,3763862,73328561,1825099,207792,145749734,3079437,
18812391,1673732,28358280,23009486,3802675,73989307,1730453,202279,112588483,3042067,
18986476,1716726,28402458,22926717,3730599,74052207,1828170,220742,112396602,3053018,
17528232,1685572,28593822,22932304,3614826,72675622,1800567,200244,107979726,2962073,
17986292,1634771,28428358,23007895,3628738,73058498,1622709,190513,108855924,3128017,
18492119,1612349,28387399,22964494,3599730,73450772,2248083,313205,108448479,3179744,
19198745,1599880,28861776,22943330,3598731,74610500,1767638,193510,146975247,3045581,
17836590,1652531,29393392,23128848,3567355,73932438,1791355,178636,112565396,3077624,
13146359,1617492,29415444,22874103,3562249,69004260,1613644,183631,106619495,2915934,
16493009,1834016,30852043,22940555,3646942,73938173,1796202,185814,110127244,2943572,
17040535,1665555,29776860,22890235,3819473,73534355,1986530,409775,111368149,3115697,
17191643,1672141,29935072,22907218,3535683,73575869,1765233,193325,108413256,3048097,
18214693,1580677,29656314,22984215,3604651,74467162,1916193,236467,145875904,3136823,
18113720,1595662,29877870,23012631,3539753,74560254,1768008,203056,113464792,2885667,
18698283,1610721,30137092,22978628,3549521,75369629,1744846,202686,111770303,3022752,
17221576,1613015,30229444,22889273,3910530,74256595,1969843,262885,111388204,3088945,
16272230,1669144,30430021,23008635,3897025,73614978,2040032,374625,109384431,3037146,
16705537,1653419,30717104,22901261,3610386,73942983,1726753,185518,117944345,3070556,
17818756,1657637,30900328,22978517,3564802,75269359,1833646,225996,146492620,3055868,
17649370,1643725,30842867,23064357,3559400,75123431,1796942,222518,113695376,3002624,
18039054,1626409,30912168,22989876,3581119,75528137,1696450,193954,112980831,2978649,
18212399,1635178,31697382,22961386,3844966,76723644,1981498,285381,119886289,2946459,
19288322,1352683,31266554,22984289,3705291,77254298,1847410,219632,116402037,3085134,
17042089,1629517,31771271,22894268,3646091,75363672,2000812,293410,111034336,2994965,
18168369,1640580,31323201,22930010,3587483,76017758,1951565,401376,153165977,3003328,
18042236,1543714,31569621,23045228,3496426,76161059,1704257,200392,112302400,3259737,
16935973,1618010,32088472,23044377,3470711,75545231,1833942,207200,112826098,2992893,
17659471,1592998,32362235,22975224,3689751,76697707,1996409,269582,112921150,2898729,
18146502,1616049,32867285,22939593,3611237,77571573,1881672,211344,115840561,3058088,
17052893,1596254,32960747,22938372,3480516,76439151,1790134,227217,111892403,3105780,
17801958,1666406,33231402,22934265,3596918,77571462,2083470,377215,150226919,3043953,
17695953,1691714,33392870,22887571,3454875,77438965,1606429,183224,120216552,3118397,
17896567,1587078,33268624,22850645,3496204,77518700,1624078,187627,115557992,3107187,
16915734,1624078,33484001,22930380,3538310,76874752,1931400,222703,113728232,3058642,
17469217,1611165,33549491,22896303,3491986,77413990,1597327,179154,112719518,2947346,
17728143,1662225,33738413,22968786,3477297,77919743,1649312,189218,113394824,3090705,
17603712,1575275,34029233,23023916,3426570,78090276,1618268,193177,149007621,3118139,
11589806,1332666,33423062,22933266,3427569,71380326,1731304,212269,108639659,3026859,
12575079,1590704,34490697,22955355,3498276,73527177,1659635,198653,110114959,2808153,
14964095,1517111,34329377,22978702,3904203,76183999,2184628,406112,119112139,3007064,
15630317,1698337,34953937,23024730,3464532,77081656,1895547,258667,112858029,2905277,
15943596,1549042,34804309,22894342,3379358,77037663,1623745,189107,112267582,3017721,
17113425,1647832,35146855,22881577,3322822,78470599,1621932,195397,150460684,3131089,
16912663,1630960,35387836,22920464,3648607,78875823,1888369,228290,115984159,2869757,
17316851,1626705,35113481,23041713,3447290,78926402,1926331,311207,115945309,3011985,
17793041,1698633,35604064,22916172,3822951,80169195,2213377,391793,117178408,2968104,
16753637,1587522,35309137,22885647,3394639,78349350,1789061,200429,114409106,3060306,
16955657,1658599,35945759,22917948,3367999,79193542,1671956,188182,113690676,2915046,
18262534,1595736,36290599,22936041,3391864,80888216,1769155,214267,151864465,2989600,
18041385,1515409,36373442,22941591,3422648,80785948,1592517,206793,122241044,3040845,
17036539,1655639,37068006,22959906,3356159,80436927,1615679,187516,117093455,2916452,
17404689,1629665,37555407,22983142,3484956,81435039,1945386,220668,117992889,3010802,
18027251,1662077,37643689,23044118,3573904,82297176,1968104,309542,121038174,3065339,
18835812,1382653,37937987,23069907,3646461,83498455,1923334,311281,124738617,2878231,
18211215,1323231,37613127,23079268,3298439,82209560,1715246,183039,154137116,3023492,
16244406,1611609,38545194,22919650,3217853,80934170,1621710,186480,118545003,3148811,
16705500,1561659,38657452,22868442,3197651,81435520,1599584,183298,119092824,2804008,
16534116,1709548,39318457,22885351,3335661,82091604,1832684,287009,119026169,2815553,
17330097,1671956,39438855,23054367,3537903,83369177,1745512,210678,118820726,3010616,
17737985,1412956,39467900,22930824,3816587,83960215,2043214,357346,119826461,3015574,
16684262,1612608,39918005,22872993,3418282,82903014,1938763,280090,160014454,3000627,
16614702,1627889,40371921,22965049,3226548,83185546,1751099,194879,120124273,3136787,
16864674,1555628,40876601,22992170,3282566,84022486,1793686,207089,121517435,3037071,
17470512,1465644,41202238,22866629,3276202,84823795,1561770,206312,122843699,2995003,
16553541,1607946,41492096,22863780,3201092,84120462,1495318,189181,124763186,3413916,
16818646,1354311,41702071,22980219,3281493,84788904,1553556,186258,119433188,3084838,
13157718,1548228,42581672,23019883,3285378,82052606,1520404,189255,152875378,3195727,
16334760,1625891,42638097,22968194,3203423,85150505,1581343,180856,124181952,3043214,
16532858,1627149,42726675,22844947,3746694,85867528,2360748,400821,124342496,3080139,
17549692,1605023,43353788,22918096,3255963,87087233,1725717,185148,126025848,3016426,
17179581,1496206,43111623,22852569,3187032,86338205,1500276,184445,122715790,3199206,
16036133,1618306,44234536,22865112,3276646,86420382,1695599,183113,120575562,3038515,
17344675,1580788,44743323,22847722,3178744,88122382,1522291,205757,159194941,3155990,
17255838,1638989,45230095,22873733,3316976,88686891,1786101,205461,126204687,3136990,
16079830,1615013,46024707,22944366,3493910,88549177,1954377,253265,124809361,3072185,
16727959,1559513,45674650,22904554,3260810,88576705,1831426,204980,124365658,3072628,
17256689,1633920,46033772,22918725,3251930,89469034,1665777,190365,124220728,3048948,
17248179,1413363,45145254,22876841,3266434,88545551,1540310,188848,123156165,3012725,
17027363,1614273,45846182,22970710,3222145,89074577,1679171,191068,159940788,3181075,
16888687,1590408,45839966,22853272,3219888,88810989,1560364,212639,126039241,3118842,
17726256,1530505,46923400,23196040,3372883,91226867,1775186,220483,131953470,2923777,
16472992,1560364,46489612,23020401,3250265,89240855,1772152,208828,126416160,3011320,
17066435,1604431,47110916,22864002,3305136,90353186,1765011,232989,126040056,3014723,
17275559,1640025,47454128,22870255,3178929,90799073,1592776,242313,125973899,3033853,
18120898,1326117,47382829,22933377,3351830,91796186,1901467,299663,163158418,2994596,
17004349,1601952,48101295,23068760,3228657,91408352,1621044,191734,128245958,3266065,
17326693,1670550,49132263,22902223,3351719,92720557,2023567,330151,129601231,3097307,
17647816,1319124,48185063,22936744,3266175,92043309,1478113,182188,135065798,2921817,
16536743,1568652,48901346,22893861,3243272,91583251,1637583,200836,126792635,3123319,
16973935,1595662,49286331,23131105,3238203,92636826,1680059,183187,127689331,3053240,
17861047,1581787,49906488,22934820,3488656,94198115,1966032,251970,165254246,3076921,
16276559,1547044,50245963,22911991,3182814,92623728,1523179,187701,130833738,2961407,
11098816,1285713,50380828,22946586,3153029,87587251,1650348,195619,123233754,3033112,
12601978,1449068,51607267,22902926,3224883,90344935,1711879,253117,126388966,3214560,
14968720,1498352,51967499,22938076,3088131,92969160,1570983,183150,127402100,3148146,
15320516,1505271,52209886,22900891,3135898,93574517,1592924,184038,127369614,2987751,
16622398,1602248,52961837,22897154,3201647,95689992,1719205,200984,167747195,3000959,
15910962,1592961,53520019,23006526,3252337,95697614,1756353,233322,133460628,3150550,
16586545,1609056,54532857,22961830,3233060,97321211,1812408,216598,133232393,3107742,
16447203,1584451,55204296,22982365,3208307,97848942,1655343,179413,133059621,3073886,
16759816,1621340,56278406,22904665,3207900,99156522,1750914,190994,135904496,3049300,
16999021,1641209,56648369,22892677,3273501,99820265,2071371,239057,134427586,2971396,
18294243,1594922,56542401,22881022,3331369,101056990,1820622,224072,172856044,2977353,
16412349,1615827,57385261,23011854,3508932,100326277,2099713,348614,137785447,2945941,
17141286,1620230,58351886,22867961,3238462,101609215,1866058,236356,136954649,3063823,
17088117,1504494,58102025,22930972,3324191,101451373,2075996,541717,137091845,3125131,
16223427,1678135,58582507,22985177,3332220,101131582,1818439,201428,142031493,3038995,
17701466,1642578,58989877,22899633,3160910,102760359,1816071,233285,138226339,3044027,
17916362,1418247,59101210,22874436,3140634,103038488,1593738,195434,174936591,2987899,
16322587,1647092,60296606,22885166,3050576,102561262,1519368,187923,140602738,3024270,
16815612,1654344,60450600,22925607,3134973,103332749,1751543,196988,139807348,3064600,
17305751,1688421,61806613,22906478,3321120,105347658,1983385,422392,142907430,3058606,
16200524,1602322,60978035,22903222,3174563,103261894,1735004,233211,143628820,3141596,
16662099,1590001,61185938,22931527,3121986,103907655,1583341,183594,137689172,3234652,
17903153,1457504,61545837,22894749,3159689,105510902,1629517,193510,177700158,3015611,
16347044,1358751,61438685,22898745,3228028,103920494,1798274,201132,146250861,3072111,
14104215,1435970,62957831,23261641,3361894,103692463,2147406,439412,140907360,2878934,
11205117,1311983,62947286,22805135,3683387,100648251,2080436,357124,138038342,3089944,
12749793,1531245,65957532,22854197,3179410,104747703,1836458,397639,139637038,3079139,
14642787,1576348,64940439,22875620,3225993,105691055,1928107,263958,139987872,3055313,
15920767,1594885,65136872,22903814,3150291,107121031,1648757,237244,179366104,2891086,
15496414,1620452,65452630,23027579,3290114,107273767,1970472,261627,146002555,3256555,
16738652,1623819,65471648,22941184,3320528,108479523,1791318,200318,146363193,3094828,
16443540,1644946,67174610,22976815,3245788,109850484,1783030,183224,147488067,3111034,
16371612,1598585,66701602,22787560,3173305,109040998,1679985,213194,143834725,3311147,
17132036,1318569,66931742,22986768,3288190,110345470,1762606,183816,146469235,3106245,
16938933,1597142,68219934,22901631,3146961,111215710,1876788,223258,182935659,3006250,
16084307,1638360,68531955,22852939,3183998,110661857,1816848,206053,148778849,3021088,
16431108,1471527,67668708,23025322,3158616,110292856,1897397,276427,150310871,3065858,
15976933,1598363,68836354,22888607,3190510,110899249,1983385,328486,147632072,3114845,
15311340,1529173,68969073,22921056,3147590,110356422,1538608,182817,146427759,3167570,
15832966,1515705,69931850,22904850,3258368,111934139,1937949,241166,148217707,2961703,
16604971,1626150,70879050,22930750,3268358,113691306,1927441,261553,185588522,3132457,
16402914,1343359,70762167,22883834,3360118,113416951,1890478,266141,148595847,3084283,
15423080,1551410,71769307,22878173,3143705,113221591,1771190,197654,146387835,3067744,
15531527,1517185,72050470,22873992,3209380,113671844,2110258,293040,148947882,3046507,
16555206,1655935,73150332,22931490,3175858,115821433,1856549,205683,154892655,3181687,
16279556,1440114,72894218,22882354,3144149,115206937,1647684,193695,149105041,2892846,
15713826,1500535,73730270,22952839,3167829,115574384,2049208,706959,187109406,3368406,
15497302,1394530,73444926,22934450,3126722,115009098,1494282,185666,156636650,3097863,
11521837,1415990,74788100,22956169,3184183,112475893,1980055,235283,149863542,3022567,
14715011,1650607,76077180,22953986,3141078,116894396,1818106,209457,152669769,2737149,
14923210,1610832,76252005,22855973,3210157,117249004,1783955,239982,156717052,3210305,
15508217,1576200,75273984,22862263,3416025,117070257,1955820,262367,150679466,3127351,
16306196,1562140,76123874,23016442,3624335,119077211,2469306,285159,190711431,3053352,
16311820,1431197,76477631,22885314,3209639,118892063,1471379,185370,157626697,2817846,
14648485,1527545,78021456,22949287,3051131,118677315,1721092,220372,160562868,3110517,
14896644,1609796,77559733,22843911,2994225,118304244,1792317,203241,145589561,3124466,
